,PC1,PC2,PC3,regions
0,6.5345575624288825,-0.9675113505973395,0.32420135168446695,Region 1
1,0.5479068345542565,-0.867777449242409,0.5792843269009341,Region 1
2,10.52258681992729,-1.38760519577947,-0.35611771435777934,Region 1
3,1.7459834594295063,-0.9693151000584725,0.4815897736031587,Region 1
4,9.21951275344021,-0.9292289937737489,-0.21774328835782186,Region 1
5,16.734400163817206,-0.17184826105133183,-0.20520571204774601,Region 1
6,7.399765970686066,-0.8337094725216602,1.3688824278769118,Region 1
7,9.250295762243011,-1.328760071883627,-0.23363638589568736,Region 1
8,12.915541133172425,-1.1518063204546662,-0.44657318899494536,Region 1
9,-3.8897086063478783,1.5872836722766372,0.20233755987556076,Region 2
10,-10.196971202526372,1.0817086463899435,-0.04689348184594166,Region 2
11,7.3307506020775755,3.6565395239696357,0.18371867949612958,Region 2
12,4.0586029146136084,1.4329347717658576,0.20008647020092232,Region 2
13,6.290119724929863,0.8709567609123946,-0.17409568453434002,Region 2
14,1.4372868350661485,0.12499005171185268,-0.3685707776929945,Region 2
15,3.910547111631763,0.9216407824590462,-0.2754901237708998,Region 2
16,11.82539955685397,0.9731953321333556,-0.2618519211971649,Region 2
17,-0.40652744204072694,1.350387407461798,0.03429283569169546,Region 2
18,-16.27953850079296,-0.20362962938306034,-0.11208597546045061,Region 3
19,-6.28232586846142,-0.44571828928366414,-0.05980695809136757,Region 3
20,-10.955336102697807,-0.4587297031681531,-0.025635023107626026,Region 3
21,-11.776619839883697,-0.20608460192739894,-0.16484357006955463,Region 3
22,-15.856478696462576,-0.23540624070758306,0.03782517021402996,Region 3
23,-11.807743953028012,-0.3784356456618886,-0.1412640776855228,Region 3
24,-4.503028353346719,-0.5427831974505427,-0.17910891923180944,Region 3
25,-10.3607232208682,-0.40459728460141225,-0.1067593736856753,Region 3
26,-7.408255418415502,-0.5166901415340959,-0.03653641951648701,Region 3
