,PC1,PC2,PC3,regions
0,3.8856443457996646,-1.081824022291451,-0.1913900477545237,Region 1
1,2.858980280659037,-1.0355392272426986,-0.05260106995740055,Region 1
2,0.90634987395484,-1.1635497633513092,0.033486327580181365,Region 1
3,-7.302309612547092,-1.0571992305802995,-0.6450215056993402,Region 1
4,9.255131784712521,-0.4056347647366551,0.2801741239484879,Region 1
5,-15.025407382485536,-2.014349807393713,0.02071708480411046,Region 1
6,-6.6614527409163875,-1.4136043845973585,0.23207558318616134,Region 1
7,-2.3801576826623734,-1.244104124536852,-0.09451093347564317,Region 1
8,-4.89242814484329,-0.9703496365270079,-0.22334164755169253,Region 1
9,3.526156169539228,0.7314788504647798,-0.6467494850261774,Region 2
10,15.155067219945462,1.1018416596530434,0.9407405006301606,Region 2
11,-4.85805772804863,1.449284382979072,0.10567449886079747,Region 2
12,8.77927137558028,2.55103282054398,-0.9168760355660459,Region 2
13,-2.136678388384721,1.89153995886096,-0.6034488551219106,Region 2
14,-10.024619469221546,2.388080205673867,-0.08653593537239834,Region 2
15,0.42455303482152934,2.7594494385712167,0.5984339342216234,Region 2
16,-8.75910710431281,1.507583793988586,-0.14473717788135382,Region 2
17,-6.447544322905643,3.5892109324840074,0.4492268712305819,Region 2
18,6.855153802057957,-0.40487303725364554,0.0913361241663291,Region 3
19,7.517300364397264,-0.636755805861777,0.2827187816402317,Region 3
20,5.627905259516804,-0.8810932970437975,0.030341159376255235,Region 3
21,2.3358676472519715,-1.1355715721680975,-0.15262448477179086,Region 3
22,1.388183023945911,-0.8532089707973901,-0.08035828012118376,Region 3
23,6.853811673980293,-0.7214558761954672,-0.15592301638142936,Region 3
24,-10.75562794967441,-0.9822352586890001,1.0794527494918111,Region 3
25,2.629365815426678,-1.031220909738011,0.22823553195254948,Region 3
26,1.244648854412913,-0.9369323542150179,-0.3784947964083922,Region 3
